9024746300;     ;TO1  ;1;1.000;    0.010;20141212;20141212;20141212;20141212;12.00.00;18.00.00;12.00.00;19.00.00;  ; ;AUTOMAZIONE TORINO                      ;COSRSO VITTORIO EMANUELE 168/A                    ;10138;TO;TORINO                                  ;IT;0;     ;P;N;          ;Torino              ;011-4332666         ;AUTOMAZIONETORINO@TIN.IT                          ;5;10138-COSRSO VITTORIO EMANUELE 168/A-TORINO       ;1;45.113.700;7.698.680
9024746371;     ;TO1  ;1;25.000;    0.010;20141212;20141212;20141212;20141212;12.00.00;18.00.00;12.00.00;19.00.00;  ; ;C.D.C. SPA                              ;VIA CERNAIA 20                                    ;10122;TO;TORINO                                  ;IT;0;     ;P;N;          ;Torino              ;011-5513595         ;                                                  ;5;10122-VIA CERNAIA 20-TORINO                       ;1;45.071.631;7.673.991
9123722847;     ;TO1  ;1;5.000;    0.010;20141212;20141212;20141212;20141212;12.00.00;18.00.00;12.00.00;19.00.00;  ; ;TRONY                                   ;VIA LAGRANGE 15                                   ;10123;TO;TORINO                                  ;IT;0;     ;P;N;TR04999559;Torino              ;011-0371900         ;torinolagrange@tronyweb.it                        ;5;10123-VIA LAGRANGE 15-TORINO                      ;1;45.065.932;7.682.820
9024733020;     ;TO1  ;1;    0.200;    0.001;20141212;20141212;20141212;20141212;12.00.00;18.00.00;12.00.00;19.00.00;  ; ;BILSING AUTOMATION ITALIA SRL           ;C.SO RE UMBERTO 5BIS                              ;10121;TO;TORINO                                  ;IT;0;B03  ;P;N;          ;Torino              ;011-5619425         ;                                                  ;5;10121-C.SO RE UMBERTO 5BIS-TORINO                 ;1;45.067.119;7.676.271
9024744032;     ;TO1  ;1;4.000;    0.010;20141212;20141212;20141212;20141212;12.00.00;18.00.00;12.00.00;19.00.00;  ; ;STUDIO RUSSO SRL                        ;VIA PIETRO GIANNONE 10                            ;10121;TO;TORINO                                  ;IT;0;B03  ;P;N;          ;Torino              ;011-5629235         ;STAFF@STUDIORUSSOEASSOCIATI.IT                    ;5;10121-VIA PIETRO GIANNONE 10-TORINO               ;1;45.070.203;7.675.511
9024745178;     ;TO1  ;1;1.400;    0.010;20141212;20141212;20141212;20141212;12.00.00;18.00.00;12.00.00;19.00.00;  ; ;LE PALLE                                ;VIA ETTORE PERRONE 4                              ;10100;TO;TORINO                                  ;IT;0;B03  ;P;N;          ;Torino              ;327-7754732         ;BALOCCO@ELYRON.IT                                 ;5;10100-VIA ETTORE PERRONE 4-TORINO                 ;1;45.074.014;7.673.435
9123710507;     ;TO1  ;1;2.000;    0.010;20141212;20141212;20141212;20141212;12.00.00;18.00.00;12.00.00;19.00.00;  ; ;AVIOSPACE S.R.L.                        ;VIA GIOVANNI BOTERO 18                            ;10122;TO;TORINO                                  ;IT;0;B03  ;P;N;TR04998676;Torino              ;011-0867167         ;michele.magi@aviospace.com                        ;5;10122-VIA GIOVANNI BOTERO 18-TORINO               ;1;45.070.439;7.677.984
9123713809;     ;TO1  ;1;10.000;    0.010;20141212;20141212;20141212;20141212;17.00.00;18.00.00;12.00.00;19.00.00;  ; ;CARREBLU SRL                            ;VIA SAN ANTONIO DA PADOVA 1                       ;10100;TO;TORINO                                  ;IT;0;B03  ;P;N;          ;Torino              ;011-5620326         ;                                                  ;5;10100-VIA SAN ANTONIO DA PADOVA 1-TORINO          ;1;45.068.340;7.666.624
9123716603;     ;TO1  ;1;10.000;    0.010;20141212;20141212;20141212;20141212;14.30.00;18.30.00;12.00.00;19.00.00;  ; ;IL TUCANO  VIAGGI                       ;PIAZZA SOLFERINO 20                               ;10121;TO;TORINO                                  ;IT;0;B03  ;P;N;          ;Torino              ;011-5617061         ;                                                  ;5;10121-PIAZZA SOLFERINO 20-TORINO                  ;1;45.068.289;7.676.260
9123717589;     ;TO1  ;1;10.000;    0.010;20141212;20141212;20141212;20141212;18.00.00;18.15.00;12.00.00;19.00.00;  ; ;TNT GLOBAL NAVETTA                      ;VIA SAN QUINTINO 29                               ;10100;TO;TORINO                                  ;IT;0;B03  ;P;N;          ;Torino              ;011-2226608         ;                                                  ;5;10100-VIA SAN QUINTINO 29-TORINO                  ;1;45.066.800;7.670.980
9123720233;     ;TO1  ;1;10.000;    0.010;20141212;20141212;20141212;20141212;16.30.00;17.30.00;12.00.00;19.00.00;  ; ;MAJOR MARKETING SRL                     ;CORSO VINZAGLIO 3                                 ;10121;TO;TORINO                                  ;IT;0;B03  ;P;N;          ;Torino              ;0320-0311869        ;                                                  ;5;10121-CORSO VINZAGLIO 3-TORINO                    ;1;45.072.084;7.670.036
9123717569;     ;TO1  ;1;10.000;    0.010;20141212;20141212;20141212;20141212;18.00.00;19.00.00;12.00.00;19.00.00;  ; ;TABACCHERIA CATTIN                      ;CORSO FRANCIA 391 A                               ;10100;TO;TORINO                                  ;IT;0;POINT;P;N;          ;Torino              ;011-4032695         ;                                                  ;5;10100-CORSO FRANCIA 391 A-TORINO                  ;1;45.073.813;7.607.707
9123717570;     ;TO1  ;1;10.000;    0.010;20141212;20141212;20141212;20141212;18.00.00;19.00.00;12.00.00;19.00.00;  ; ;CITY OFFICE SNC                         ;CORSO PESCHIERA 164                               ;10100;TO;TORINO                                  ;IT;0;POINT;P;N;          ;Torino              ;011-331394          ;                                                  ;5;10100-CORSO PESCHIERA 164-TORINO                  ;1;45.064.201;7.651.167
9123717865;     ;TO1  ;1;10.000;    0.010;20141212;20141212;20141212;20141212;17.30.00;18.30.00;12.00.00;19.00.00;  ; ;MAIL BOXES                              ;VIA VANDALINO 56/E                                ;10142;TO;TORINO                                  ;IT;0;POINT;P;N;          ;Torino              ;011-7732795         ;                                                  ;5;10142-VIA VANDALINO 56/E-TORINO                   ;1;45.071.580;7.615.028
9123715369;     ;TO1  ;1;10.000;    0.010;20141212;20141212;20141212;20141212;17.00.00;18.00.00;12.00.00;19.00.00;  ; ;DIGITO (EX PROSERVICE)                  ;VIA ANCONA 3                                      ;10152;TO;TORINO                                  ;IT;0;POINT;P;N;          ;Torino              ;011-2405300         ;                                                  ;5;10152-VIA ANCONA 3-TORINO                         ;1;45.078.780;7.689.994
9123717571;     ;TO1  ;1;10.000;    0.010;20141212;20141212;20141212;20141212;18.00.00;19.00.00;12.00.00;19.00.00;  ; ;BSC DIRECT DI BOSCHIS RICCARDO          ;CORSO POTENZA 173                                 ;10100;TO;TORINO                                  ;IT;0;POINT;P;N;          ;Torino              ;011-7398223         ;                                                  ;5;10100-CORSO POTENZA 173-TORINO                    ;1;45.102.489;7.661.405
9123717573;     ;TO1  ;1;10.000;    0.010;20141212;20141212;20141212;20141212;18.00.00;19.00.00;12.00.00;19.00.00;  ; ;C.A.R.B.I.                              ;CORSO BRIANZA 35 A                                ;10153;TO;TORINO                                  ;IT;0;POINT;P;N;          ;Torino              ;011-8987356         ;                                                  ;5;10153-CORSO BRIANZA 35 A-TORINO                   ;1;45.071.909;7.719.610
9123717596;     ;TO1  ;1;10.000;    0.010;20141212;20141212;20141212;20141212;17.00.00;18.00.00;12.00.00;19.00.00;  ; ;SITO SRL                                ;CORSO REGIO PARCO 13 A                            ;10121;TO;TORINO                                  ;IT;0;POINT;P;N;          ;Torino              ;011-539444          ;                                                  ;5;10121-CORSO REGIO PARCO 13 A-TORINO               ;1;45.085.043;7.711.680
9123718476;     ;TO1  ;1;10.000;    0.010;20141212;20141212;20141212;20141212;18.00.00;19.00.00;12.00.00;19.00.00;  ; ;MAIL BOXES MBE 626                      ;PIAZZA NAZARIO SAURO 18                           ;10100;TO;TORINO                                  ;IT;0;POINT;P;N;          ;Torino              ;011-4512619         ;                                                  ;5;10100-PIAZZA NAZARIO SAURO 18-TORINO              ;1;45.101.478;7.656.598
9123711049;     ;TO1  ;70;350.000;    0.700;20141212;20141212;20141212;20141212;12.00.00;18.00.00;12.00.00;19.00.00;  ; ;LIFE  SRL                               ;VIA SAN DONATO 101 A                              ;10144;TO;TORINO                                  ;IT;0;TV2  ;P;N;          ;Torino              ;011-4731653         ;                                                  ;5;10144-VIA SAN DONATO 101 A-TORINO                 ;1;45.083.908;7.656.115
